code,name,population,lat,long,closestHospName,closestHospDist,closestTertHospName,closestTertHospDist
2550,Gedera,28092.0,31.8123014,34.777019200000005,Kaplan,8,Shiba,41
39,Gefen,405.0,31.740766,34.878563,Kaplan,24,Hadasa Ein Carem,45
346,Gelil Yam,520.0,32.158797,34.831876,Belinson,12,Belinson,12
1129,Gerofit,248.0,29.941617,35.064691,Yoseftal,47,Soroka,193
305,Gesher,421.0,32.621205,35.550376,Poriya,23,Rambam,86
574,Gesher HaZiw,1644.0,33.040532,35.110563,Nahariya,7,Rambam,40
4022,Geshur,283.0,32.819941,35.715708,Poriya,40,Rambam,109
86,Geva,628.0,32.56653,35.37216,Haemek,13,Rambam,57
3763,Geva Binyamin,5525.0,31.849999,35.273853,Hadasa Har Hazofim,12,Hadasa Ein Carem,24
683,Geva Karmel,1196.0,32.662163,34.954078,Carmel,20,Rambam,24
1344,Geva'ot Bar,1143.0,31.357209,34.755541,Soroka,19,Soroka,19
342,Gevar'am,470.0,33.058979,35.433235,Ziv,21,Rambam,74
133,Gevat,935.0,32.676559999999995,35.213151,Scotish,14,Rambam,36
424,Gevim,623.0,31.506273,34.598949,Barzilay,22,Soroka,44
352,Gevulot,344.0,31.211168,34.466199,Soroka,55,Soroka,55
370,Gezer,286.0,31.876349,34.92111,Asaf Harofe,16,Shiba,35
4501,Ghajar,2607.0,33.272607,35.623637,Ziv,57,Rambam,134
196,Gibbeton,363.0,31.888318,34.79906,Kaplan,6,Shiba,26
442,Gid'ona,458.0,32.549927000000004,35.359202,Haemek,13,Rambam,58
736,Gilat,1437.0,31.326321000000004,34.648934000000004,Soroka,23,Soroka,23
3606,Gilgal,178.0,32.0747282,34.7672321,Ichilov,3,Ichilov,3
1204,Gilon,1029.0,32.904338,35.232191,Nahariya,25,Rambam,40
745,Gimzo,1206.0,31.927217,34.941128000000006,Asaf Harofe,18,Shiba,29
863,Ginnaton,902.0,31.962801,34.913062,Asaf Harofe,13,Shiba,20
92,Ginnegar,707.0,32.663419,35.259861,Holy Family,10,Rambam,42
262,Ginnosar,593.0,32.848665999999994,35.523152,Poriya,20,Rambam,78
1206,Gitta,286.0,32.967233,35.249125,Nahariya,17,Rambam,51
3613,Gittit,476.0,32.100273,35.395443,Asaf Harofe,61,Belinson,62
1293,Giv'at Avni,1976.0,32.775382,35.43615399999999,Poriya,13,Rambam,58
147,Giv'at Brenner,2703.0,31.86661,34.802254,Kaplan,2,Shiba,29
1288,Giv'at Ela,1973.0,32.722007,35.244822,Scotish,17,Rambam,39
870,Giv'at HaShelosha,857.0,32.096340000000005,34.920628,Asaf Harofe,5,Belinson,12
2018,Giv'at Hayyim (Ihud),1137.0,32.396745,34.93297800000001,Hilel Yafe,11,Belinson,41
173,Giv'at Hayyim(Me'uhad),1006.0,32.392148,34.929447,Hilel Yafe,12,Belinson,41
207,Giv'at Hen,363.0,32.16758,34.875514,Meir,5,Belinson,16
802,Giv'at Koah,923.0,32.032090999999994,34.938796,Shiba,16,Shiba,16
360,Giv'at Nili,726.0,32.549043,35.041194,Hilel Yafe,23,Rambam,55
703,Giv'at Oz,474.0,32.555934,35.198004,Haemek,17,Rambam,39
1077,Giv'at Shappira,408.0,32.35763,34.875845,Laniado,5,Ichilov,35
566,Giv'at Shemesh,63.0,31.774189,34.95055,Kaplan,31,Hadasa Ein Carem,34
681,Giv'at Shemu'el,26023.0,32.077299,34.849206,Mayney Hayeshua,2,Belinson,3
787,Giv'at Ye'arim,1461.0,31.786089,35.09277,Hadasa Ein Carem,10,Hadasa Ein Carem,10
919,Giv'at Yesha'yahu,828.0,31.67168,34.943738,Hadasa Ein Carem,36,Hadasa Ein Carem,36
4021,Giv'at Yo'av,703.0,32.801217,35.680911,Poriya,39,Rambam,108
3730,Giv'at Ze'ev,17922.0,31.861189000000003,35.167252000000005,Hadasa Har Hazofim,16,Hadasa Ein Carem,23
6300,Giv'atayim,60212.0,32.072176,34.808871,Ichilov,3,Ichilov,3
793,Giv'ati,1022.0,31.733138,34.679478,Asuta Ashdod,8,Shiba,45
2014,Giv'olim,384.0,31.397604,34.593821000000005,Soroka,33,Soroka,33
3644,Giv'on HaHadasha,1086.0,31.848896000000003,35.159029,Hadasa Har Hazofim,15,Hadasa Ein Carem,25
1043,Gizo,204.0,31.805585,34.939653,Kaplan,16,Hadasa Ein Carem,36
852,Gonen,370.0,33.1240353,35.6461519,Ziv,35,Rambam,111
755,Goren,428.0,33.055566,35.233619,Nahariya,19,Rambam,55
1219,Gornot HaGalil,186.0,33.059286,35.24967,Nahariya,20,Rambam,56
675,HaBonim,349.0,32.636586,34.932704,Carmel,25,Rambam,28
356,HaGosherim,809.0,33.221484999999994,35.62302800000001,Ziv,47,Rambam,124
434,HaHoterim,809.0,32.752311,34.957545,Carmel,10,Rambam,12
377,HaMa'pil,855.0,32.378035,34.983146000000005,Hilel Yafe,17,Belinson,50
423,HaOgen,908.0,32.360437,34.923338,Hilel Yafe,13,Belinson,35
702,HaOn,181.0,32.726748,35.62266500000001,Poriya,15,Rambam,85
677,HaSolelim,927.0,32.751802000000005,35.238021999999994,Holy Family,10,Rambam,35
684,HaYogev,715.0,32.612753000000005,35.207483,Haemek,21,Rambam,38
307,HaZore'im,1035.0,32.644516,35.11918,Carmel,25,Rambam,26
250,HaZorea,876.0,32.644516,35.11918,Carmel,25,Rambam,26
4026,Had-Nes,823.0,32.927514,35.641408,Ziv,30,Rambam,97
191,Hadar Am,693.0,32.349653,34.898945,Laniado,9,Belinson,34
6500,Hadera,95683.0,32.4340458,34.9196518,Hilel Yafe,4,Belinson,43
618,Hadid,887.0,31.969429,34.932156,Asaf Harofe,21,Shiba,22
363,Hafez Hayyim,561.0,31.789319,34.799739,Kaplan,14,Shiba,44
3764,Haggay,635.0,31.49253,35.079537,Soroka,45,Soroka,45
717,Hagor,1156.0,32.138591,34.947614,Meir,9,Belinson,13
4000,Haifa,283640.0,32.7940463,34.989571000000005,Carmel,2,Rambam,8
1272,Haluz,516.0,32.95055,35.312278000000006,Nahariya,27,Rambam,55
343,Hamadya,364.0,32.519773,35.520568,Haemek,28,Rambam,73
993,Hamam,1473.0,32.828399,35.49172100000001,Poriya,19,Rambam,76
3609,Hamra,175.0,32.199688,35.43735,Haemek,71,Belinson,81
280,Hanita,761.0,33.087634,35.17343,Nahariya,14,Rambam,50
1257,Hannaton,963.0,32.783051,35.245063,Holy Family,15,Rambam,36
807,Hanni'el,933.0,32.33280300000001,34.947693,Laniado,12,Ichilov,40
3769,Har Adar,4056.0,31.824501,35.12966,Shaarey Zedek,16,Hadasa Ein Carem,17
1261,Har Amasa,181.0,31.342717,35.101599,Soroka,40,Soroka,40
3603,Har Gillo,1590.0,31.722058,35.171491,Shaarey Zedek,13,Hadasa Ein Carem,14
464,Har'el,269.0,31.808975,34.947959000000004,Kaplan,17,Hadasa Ein Carem,29
1203,Hararit,510.0,32.845696000000004,35.369257,Holy Family,38,Rambam,43
1209,Harashim,329.0,32.957737,35.32821699999999,Nahariya,29,Rambam,59
1249,Harduf,1106.0,32.763717,35.174663,Holy Family,23,Rambam,31
1247,Harish,7569.0,32.4618771,35.0455828,Hilel Yafe,20,Rambam,53
1024,Haruzim,866.0,32.227709999999995,34.864771999999995,Meir,7,Belinson,20
3770,Hashmona'im,2760.0,31.932631,35.023269,Kaplan,28,Shiba,33
4005,Haspin,2057.0,32.8456305,35.7929907,Poriya,47,Rambam,121
235,Havazzelet HaSharon,492.0,32.3604,34.861819,Laniado,5,Ichilov,35
700,Hazav,1467.0,31.780095000000006,34.770571999999994,Kaplan,13,Shiba,43
397,Hazerim,832.0,31.240603000000004,34.717427,Soroka,9,Soroka,9
13,Hazeva,605.0,30.767942,35.278498,Soroka,105,Soroka,105
1047,Hazon,324.0,32.90658,35.395291,Ziv,35,Rambam,60
2034,Hazor HaGelilit,9165.0,32.980382,35.543548,Ziv,15,Rambam,91
406,Hazor-Ashdod,624.0,31.772744,34.719366,Asuta Ashdod,10,Shiba,44
90,Hefzi-Bah,741.0,32.518729,35.426247,Haemek,21,Rambam,66
820,Helez,445.0,31.57794,34.658390999999995,Barzilay,23,Soroka,51
3646,Hemdat,278.0,32.252028,35.526843,Haemek,61,Belinson,95
801,Hemed,1257.0,32.017992,34.841265,Asaf Harofe,8,Shiba,9
422,Herev Le'Et,945.0,32.403526,34.917146,Hilel Yafe,10,Belinson,40
3717,Hermesh,228.0,32.423726,35.118993,Hilel Yafe,34,Rambam,67
162,Herut,1309.0,32.240973,34.914127,Meir,14,Belinson,27
6400,Herzliyya,95142.0,32.162413,34.844675,Meir,9,Belinson,11
1110,Hever,571.0,32.549097,35.264911,Haemek,19,Rambam,51
219,Hibbat Ziyyon,709.0,32.397995,34.911931,Hilel Yafe,9,Belinson,39
1208,Hilla,578.0,33.036175,35.244582,Nahariya,16,Rambam,52
3643,Hinnanit,1323.0,32.480891,35.173181,Hilel Yafe,33,Rambam,63
9700,Hod HaSharon,62325.0,32.149961,34.88387879999999,Meir,5,Belinson,11
1322,Hodayot,316.0,32.788611,35.435,Poriya,13,Rambam,58
726,Hodiyya,535.0,31.676356,34.639275,Barzilay,9,Shiba,53
115,Hofit,753.0,32.386082,34.874078000000004,Hilel Yafe,8,Ichilov,39
205,Hogla,857.0,32.389070000000004,34.924252,Hilel Yafe,14,Belinson,44
1239,Holit,164.0,31.230563,34.32734,Soroka,60,Soroka,60
6600,Holon,194273.0,32.015833,34.787384,Wolfson,4,Ichilov,10
355,Horeshim,330.0,32.137875,34.97102,Meir,11,Belinson,17
662,Hosen,1130.0,32.997699,35.29872299999999,Nahariya,19,Rambam,55
1186,Hosha'aya,2023.0,32.757927,35.295225,Holy Family,20,Rambam,46
253,Hulata,669.0,33.052851000000004,35.609244,Ziv,25,Rambam,102
160,Hulda,1096.0,31.83215,34.881523,Kaplan,9,Shiba,36
374,Huqoq,587.0,32.878631,35.496654,Poriya,27,Rambam,85
1303,Hura,21558.0,31.300399,34.935688,Soroka,17,Soroka,17
496,Hurfeish,6315.0,33.016688,35.347106,Ziv,24,Rambam,61
1332,Hussniyya,731.0,32.900573,35.322507,Nahariya,34,Rambam,49
529,I'billin,13128.0,32.821799,35.19012,Rambam,23,Rambam,23
338,Ibbim,277.0,31.533597,34.609697,Barzilay,24,Soroka,43
652,Ibtin,2773.0,32.759963,35.114601,Carmel,17,Rambam,18
1175,Iddan,394.0,30.806291,35.29994600000001,Soroka,101,Soroka,101
478,Iksal,14500.0,32.682085,35.320743,Scotish,8,Rambam,50
49,Ilaniyya,490.0,32.753908,35.408188,Poriya,17,Rambam,57
511,Ilut,8192.0,32.717249,35.261482,Scotish,4,Rambam,40
3660,Immanu'el,3693.0,32.160688,35.136036,Meir,31,Belinson,46
1336,Irus,622.0,31.928574600000005,34.7766539,Kaplan,13,Shiba,18
534,Isifya,12354.0,32.720737,35.059087,Carmel,12,Rambam,18
3762,Itamar,1238.0,32.173869,35.308029,Asaf Harofe,54,Belinson,54
627,Jaljulye,9984.0,32.1524568,34.9539749,Meir,8,Belinson,21
628,Jatt,11798.0,32.39693,35.035914,Hilel Yafe,21,Belinson,53
3000,Jerusalem,919438.0,31.768319,35.21371,Shaarey Zedek,3,Hadasa Ein Carem,9
487,Jish(Gush Halav),3090.0,33.021266,35.447949,Ziv,12,Rambam,70
541,Jisr Az-Zarqa,14692.0,32.536262,34.911569,Hilel Yafe,12,Rambam,41
1292,Judeide-Maker,20920.0,32.928656,35.150573,Nahariya,14,Rambam,33
485,Julis,6375.0,32.94498,35.184243,Nahariya,14,Rambam,36
978,Ka'abiyye-Tabbash-Hajajre,5408.0,32.750389,35.184,Holy Family,18,Rambam,37
576,Kabri,1051.0,33.020985,35.147007,Nahariya,4,Rambam,40
504,Kabul,13854.0,32.8699737,35.2054376,Nahariya,24,Rambam,28
1338,Kaddita,186.0,33.005954,35.46830900000001,Ziv,7,Rambam,71
371,Kadoorie,245.0,32.702839399999995,35.40666470000001,Haemek,17,Rambam,63
633,Kafar Bara,3594.0,32.130911,34.970108,Meir,11,Belinson,17
508,Kafar Kama,3332.0,32.721105,35.44283400000001,Poriya,16,Rambam,69
509,Kafar Kanna,22399.0,32.7481978,35.3438402,Holy Family,9,Rambam,51
510,Kafar Manda,19843.0,32.81236,35.25861300000001,Holy Family,18,Rambam,39
512,Kafar Misr,2714.0,32.647371,35.421551,Haemek,17,Rambam,70
654,Kafar Qara,18675.0,32.505518,35.054251,Hilel Yafe,20,Rambam,51
634,Kafar Qasem,23241.0,32.114093,34.972767,Asaf Harofe,13,Belinson,14
507,Kafar Yasif,10029.0,32.9520318,35.1599957,Nahariya,11,Rambam,35
1210,Kahal,424.0,32.890465,35.511571999999994,Ziv,19,Rambam,82
1229,Kallanit,226.0,32.875328,35.453972,Ziv,29,Rambam,69
1331,Kamane,1495.0,32.909310999999995,35.336928,Ziv,34,Rambam,52
1201,Kammon,1384.0,32.909119,35.360916,Ziv,36,Rambam,54
4028,Kanaf,461.0,32.870412,35.697897,Ziv,42,Rambam,109
2006,Kannot,439.0,31.802752,34.750993,Asuta Ashdod,12,Shiba,43
505,Kaokab Abu Al-Hija,3526.0,32.831888,35.24870100000001,Holy Family,25,Rambam,30
1285,Karkom,528.0,32.928271,35.606331,Ziv,23,Rambam,90
1374,Karme Katif,361.0,31.537825,34.911993,Barzilay,41,Soroka,43
1264,Karme Yosef,1730.0,31.848024,34.921347,Kaplan,18,Shiba,38
3766,Karme Zur,1021.0,31.609468,35.101273,Hadasa Ein Carem,41,Hadasa Ein Carem,41
3656,Karmel,436.0,32.7427316,35.0483915,Carmel,11,Rambam,17
1139,Karmi'el,46124.0,32.91467100000001,35.292417,Nahariya,31,Rambam,46
768,Karmiyya,646.0,31.602695,34.540413,Barzilay,11,Soroka,58
3638,Kefar Adummim,4513.0,31.827216,35.337189,Augosta Victoria,14,Hadasa Ein Carem,28
690,Kefar Ahim,868.0,31.745864,34.755932,Kaplan,18,Shiba,48
857,Kefar Aviv,804.0,31.831039,34.722577,Asuta Ashdod,13,Shiba,37
875,Kefar Avoda,238.0,32.255731,34.939669,Meir,15,Belinson,28
845,Kefar Azza,704.0,31.483416,34.532291,Barzilay,29,Soroka,44
132,Kefar Barukh,579.0,32.646048,35.193078,Holy Family,17,Rambam,44
220,Kefar Bialik,844.0,32.821376,35.087749,Rambam,15,Rambam,15
177,Kefar Bilu,1261.0,31.870475,34.826734,Kaplan,1,Shiba,31
2010,Kefar Bin Nun,736.0,31.861679,34.947191,Asaf Harofe,19,Hadasa Ein Carem,32
357,Kefar Blum,771.0,33.172527,35.607938,Ziv,39,Rambam,116
707,Kefar Daniyyel,715.0,31.933521,34.932306,Asaf Harofe,19,Shiba,29
3488,Kefar Ezyon,1152.0,31.649486,35.115234,Hadasa Ein Carem,36,Hadasa Ein Carem,36
427,Kefar Gallim,379.0,32.76615,34.959511,Carmel,8,Rambam,10
106,Kefar Gid'on,348.0,32.644579,35.289278,Haemek,6,Rambam,50
76,Kefar Gil'adi,676.0,33.242078,35.57414199999999,Ziv,44,Rambam,120
310,Kefar Glikson,323.0,32.505824,35.00354,Hilel Yafe,19,Rambam,51
192,Kefar HaHoresh,696.0,32.701549,35.272956,Scotish,10,Rambam,40
254,Kefar HaMakkabbi,372.0,32.791804,35.114793,Carmel,19,Rambam,21
582,Kefar HaNagid,1233.0,31.887134000000003,34.748725,Kaplan,10,Shiba,23
443,Kefar HaNasi,864.0,32.97466,35.602308,Ziv,16,Rambam,93
890,Kefar HaNo'ar Hadati,223.0,32.742897,35.09615,Carmel,16,Rambam,17
3796,Kefar HaOranim,2664.0,31.919928,35.036911,Kaplan,27,Shiba,32
217,Kefar HaRo'e,1439.0,32.391037,34.910917,Hilel Yafe,9,Belinson,37
696,Kefar Habad,6421.0,31.990144,34.849103,Asaf Harofe,3,Shiba,13
1297,Kefar Hananya,733.0,32.915993,35.42378499999999,Ziv,28,Rambam,57
888,Kefar Harif,836.0,31.747029,34.790928,Kaplan,18,Shiba,50
4004,Kefar Haruv,421.0,32.762357,35.66418,Poriya,30,Rambam,99
112,Kefar Hasidim Alef,834.0,32.752262,35.094212,Carmel,15,Rambam,16
889,Kefar Hasidim Bet,335.0,32.750515,35.088281,Carmel,15,Rambam,16
193,Kefar Hayyim,619.0,32.353857,34.900709,Laniado,11,Belinson,34
187,Kefar Hess,1577.0,32.24772100000001,34.935137,Meir,10,Belinson,29
255,Kefar Hittim,619.0,32.799997999999995,35.50328,Poriya,12,Rambam,69
609,Kefar Hoshen,787.0,33.013123,35.440171,Ziv,12,Rambam,69
388,Kefar Kisch,592.0,32.666087,35.44895,Haemek,17,Rambam,70
98,Kefar Malal,328.0,32.167567,34.894744,Meir,2,Belinson,14
297,Kefar Masaryk,831.0,32.891218,35.098414,Nahariya,15,Rambam,22
1095,Kefar Maymon,340.0,31.431401,34.53718,Barzilay,35,Soroka,42
274,Kefar Menahem,1365.0,31.732077,34.835079,Kaplan,22,Shiba,54
387,Kefar Monash,958.0,32.345607,34.916426,Laniado,10,Belinson,33
764,Kefar Mordekhay,644.0,31.831504,34.756643,Kaplan,10,Shiba,38
316,Kefar Netter,1222.0,32.271928,34.871979,Laniado,11,Belinson,25
189,Kefar Pines,1020.0,32.482717,35.002063,Hilel Yafe,13,Rambam,53
579,Kefar Rosh HaNiqra,1365.0,33.08609000000001,35.113455,Nahariya,14,Rambam,44
1130,Kefar Rozenwald(Zarit),262.0,33.098985,35.288522,Nahariya,28,Rambam,64
295,Kefar Ruppin,493.0,32.457549,35.555673,Haemek,36,Rambam,81
1166,Kefar Rut,252.0,31.910378,35.035309000000005,Kaplan,27,Shiba,32
6900,Kefar Sava,100763.0,32.178195,34.90761,Meir,2,Belinson,15
605,Kefar Shammay,531.0,32.955698,35.457916,Ziv,14,Rambam,62
267,Kefar Shemaryahu,1891.0,32.187123,34.823124,Meir,10,Ichilov,14
743,Kefar Shemu'el,933.0,31.888259,34.934819,Asaf Harofe,15,Shiba,34
107,Kefar Silver,275.0,31.675669,34.612311,Barzilay,7,Shiba,52
249,Kefar Sirkin,1495.0,32.076684,34.922763,Belinson,10,Belinson,10
345,Kefar Szold,632.0,33.196034999999995,35.657993,Ziv,48,Rambam,124
3572,Kefar Tappuah,1238.0,32.117973,35.249829,Asaf Harofe,43,Belinson,44
47,Kefar Tavor,4262.0,32.687346000000005,35.41997199999999,Haemek,14,Rambam,65
673,Kefar Truman,901.0,31.980493,34.927696000000005,Asaf Harofe,18,Belinson,18
364,Kefar Uriyya,924.0,31.793399,34.944757,Kaplan,19,Hadasa Ein Carem,29
190,Kefar Vitkin,2013.0,32.380541,34.875308000000004,Laniado,8,Ichilov,38
320,Kefar Warburg,1142.0,31.718747,34.72868,Asuta Ashdod,15,Shiba,51
1263,Kefar Weradim,5578.0,32.995088,35.269101,Nahariya,16,Rambam,53
170,Kefar Ya'bez,644.0,32.273948,34.965197,Meir,17,Belinson,30
233,Kefar Yedidya,743.0,32.344902000000005,34.899038,Laniado,8,Belinson,34
85,Kefar Yehezqel,1176.0,32.566949,35.360888,Haemek,13,Rambam,57
140,Kefar Yehoshua,1221.0,32.681639000000004,35.151976,Scotish,19,Rambam,28
168,Kefar Yona,23060.0,32.317719,34.933615,Laniado,10,Ichilov,38
786,Kefar Zetim,778.0,32.811614,35.465165,Poriya,15,Rambam,72
1325,Kefar Zoharim,155.0,31.622631,34.925669,Barzilay,40,Hadasa Ein Carem,45
1183,Kelil,705.0,32.983567,35.199672,Nahariya,11,Rambam,45
1291,Kemehin,182.0,30.910327,34.430725,Soroka,75,Soroka,75
1198,Keramim,485.0,31.333464000000006,34.917879,Soroka,16,Soroka,16
88,Kerem Ben Shemen,87.0,31.958896000000006,34.934104,Asaf Harofe,14,Shiba,21
664,Kerem Ben Zimra,492.0,33.039224,35.469889,Ziv,11,Rambam,76
580,Kerem Maharal,758.0,32.644325,34.99145,Carmel,26,Rambam,30
1085,Kerem Shalom,157.0,31.228281,34.284559,Soroka,66,Soroka,66
1094,Kerem Yavne(Yeshiva),496.0,31.8169574,34.7236186,Asuta Ashdod,12,Shiba,36
859,Kesalon,428.0,31.774262,35.048171,Hadasa Ein Carem,16,Hadasa Ein Carem,16
1321,Khawaled,696.0,32.758894,35.158374,Carmel,23,Rambam,24
63,Kinneret(Moshava),688.0,32.723787,35.565242,Poriya,8,Rambam,77
57,Kinneret(Qevuza),687.0,32.8244321,35.5879975,Shiba,0,Shiba,0
1153,Kishor,184.0,32.946651,35.250213,Nahariya,20,Rambam,53
1296,Kisra-Sumei,8649.0,32.97232,35.29852800000001,Nahariya,25,Rambam,60
840,Kissufim,238.0,31.374545,34.398992,Barzilay,48,Soroka,53
1367,Kochlea,394.0,31.288358,35.048528999999995,Soroka,31,Soroka,31
3564,Kokhav HaShahar,2122.0,31.960264,35.349421,Hadasa Har Hazofim,32,Hadasa Ein Carem,57
824,Kokhav Mikha'el,1053.0,31.631482,34.667794,Barzilay,13,Soroka,57
3779,Kokhav Ya'aqov,8194.0,31.880152,35.242773,Hadasa Har Hazofim,17,Hadasa Ein Carem,28
1224,Kokhav Ya'ir,8773.0,32.220921999999995,34.992405,Meir,14,Belinson,30
1252,Korazim,342.0,32.911389,35.563889,Ziv,18,Rambam,85
1059,Kuseife,21079.0,31.249246000000007,35.083681,Soroka,32,Soroka,32
2023,Lahav,529.0,31.379363,34.871311,Soroka,22,Soroka,22
380,Lahavot HaBashan,879.0,33.1412178,35.6478714,Ziv,36,Rambam,112
715,Lahavot Haviva,992.0,32.395216,35.011790000000005,Hilel Yafe,20,Belinson,55
24,Lakhish,743.0,31.560907,34.84409,Barzilay,33,Soroka,47
1310,Lappid,2459.0,31.917522,35.032191,Kaplan,26,Shiba,31
1173,Lappidot,116.0,32.959801,35.260956,Nahariya,28,Rambam,54
1060,Laqye,13394.0,31.324884,34.866219,Soroka,17,Soroka,17
585,Lavi,620.0,32.787648,35.440717,Poriya,13,Rambam,58
1207,Lavon,710.0,32.94118,35.286475,Nahariya,32,Rambam,52
1271,Lehavim,6350.0,31.373835,34.816952,Soroka,17,Soroka,17
674,Liman,691.0,33.058732,35.111815,Nahariya,9,Rambam,42
1230,Livnim,430.0,32.86379,35.497479,Poriya,28,Rambam,86
7000,Lod,75726.0,31.951014,34.888075,Asaf Harofe,8,Shiba,20
595,Lohame HaGeta'ot,685.0,32.962661,35.096740999999994,Nahariya,7,Rambam,29
1255,Lotan,200.0,29.988263,35.086776,Yoseftal,54,Soroka,187
1171,Lotem,765.0,32.880858,35.35996,Ziv,34,Rambam,46
52,Luzit,763.0,31.688209000000004,34.888222,Barzilay,42,Hadasa Ein Carem,44
678,Ma'agan,374.0,32.706344,35.600575,Poriya,12,Rambam,81
694,Ma'agan Mikha'el,1992.0,32.55871,34.917815999999995,Hilel Yafe,15,Rambam,39
3616,Ma'ale Adummim,38193.0,31.777369,35.297955,Hadasa Har Hazofim,11,Hadasa Ein Carem,27
3653,Ma'ale Amos,535.0,31.596887,35.229365,Augosta Victoria,31,Hadasa Ein Carem,45
3608,Ma'ale Efrayim,1241.0,32.071304,35.4039,Asaf Harofe,64,Belinson,65
4008,Ma'ale Gamla,515.0,32.888256,35.685966,Ziv,36,Rambam,104
1127,Ma'ale Gilboa,806.0,32.47606500000001,35.420637,Haemek,27,Rambam,68
286,Ma'ale HaHamisha,769.0,31.817429,35.109406,Shaarey Zedek,14,Hadasa Ein Carem,15
1327,Ma'ale Iron,14833.0,32.55412800000001,35.182499,Haemek,19,Rambam,42
3752,Ma'ale Levona,866.0,32.054435999999995,35.239503000000006,Hadasa Har Hazofim,40,Hadasa Ein Carem,51
3651,Ma'ale Mikhmas,1463.0,31.879131,35.305902,Hadasa Har Hazofim,27,Hadasa Ein Carem,43
3637,Ma'ale Shomeron,1012.0,32.165406,35.069744,Meir,22,Belinson,37
1063,Ma'alot-Tarshiha,21422.0,33.015026,35.276017,Nahariya,15,Rambam,52
344,Ma'anit,766.0,32.457992,35.026573,Hilel Yafe,16,Rambam,51
230,Ma'as,868.0,32.063511,34.892639,Belinson,6,Belinson,6
197,Ma'barot,979.0,32.364197,34.905733000000005,Laniado,12,Belinson,34
1082,Ma'galim,2059.0,31.398859,34.598239,Soroka,33,Soroka,33
3657,Ma'on,575.0,31.414592,35.163893,Soroka,44,Soroka,44
2055,Ma'or,1366.0,32.425832,35.005289000000005,Hilel Yafe,18,Belinson,53
272,Ma'oz Hayyim,479.0,32.49407,35.550767,Haemek,32,Rambam,77
416,Ma'yan Barukh,745.0,33.239349,35.60935900000001,Ziv,46,Rambam,123
290,Ma'yan Zevi,727.0,32.568484000000005,34.940622999999995,Hilel Yafe,17,Rambam,37
1080,Mabbu'im,1217.0,31.44945,34.654994,Soroka,36,Soroka,36
695,Magen,537.0,31.298108000000006,34.427059,Soroka,47,Soroka,47
1155,Magen Sha'ul,667.0,32.521471000000005,35.306431,Haemek,15,Rambam,56
375,Maggal,1154.0,32.385556,35.036147,Hilel Yafe,22,Belinson,57
722,Magshimim,1067.0,32.044363,34.89983400000001,Belinson,10,Belinson,10
308,Mahanayim,774.0,32.988845,35.570375,Ziv,15,Rambam,92
1196,Mahane Yattir,248.0,31.347793,35.060671,Soroka,34,Soroka,34
776,Mahseya,453.0,31.748858,35.007259999999995,Hadasa Ein Carem,26,Hadasa Ein Carem,26
516,Majd al-Kurum,15292.0,32.920132,35.25665,Nahariya,26,Rambam,42
4201,Majdal Shams,11044.0,33.2690961,35.772122,Ziv,63,Rambam,140
1343,Makchul,736.0,31.288515000000004,35.075736,Soroka,33,Soroka,33
1154,Malkishua,214.0,32.438568,35.412757,Haemek,35,Rambam,76
596,Malkiyya,453.0,33.098589000000004,35.509624,Ziv,28,Rambam,86
1174,Manof,862.0,32.853258000000004,35.237355,Holy Family,28,Rambam,33
1205,Manot,441.0,33.038709000000004,35.195156,Nahariya,10,Rambam,47
994,Manshiyyet Zabda,1325.0,32.706219,35.19241500000001,Scotish,13,Rambam,32
843,Margaliyyot,400.0,33.216474,35.544354,Ziv,41,Rambam,125
4203,Mas'ade,3650.0,33.2321159,35.75559910000001,Ziv,58,Rambam,135
421,Mash'abbe Sade,461.0,31.004042,34.785028999999994,Soroka,36,Soroka,36
791,Mash'en,1052.0,31.656885,34.621607,Barzilay,8,Shiba,55
3785,Maskiyyot,286.0,32.317865000000005,35.502754,Haemek,51,Rambam,96
748,Maslul,860.0,31.323677000000004,34.590761,Soroka,30,Soroka,30
1258,Massad,376.0,32.844008,35.423563,Poriya,26,Rambam,65
263,Massada,370.0,31.3114167,35.3626955,Soroka,91,Soroka,91
3605,Massu'a,170.0,31.3114167,35.3626955,Soroka,91,Soroka,91
620,Massu'ot Yizhaq,688.0,31.70261,34.689968,Barzilay,16,Shiba,56
822,Matta,899.0,31.716522,35.060571,Hadasa Ein Carem,21,Hadasa Ein Carem,21
1315,Mattan,3600.0,32.159377,34.97319,Meir,12,Belinson,18
1184,Mattat,191.0,33.041684000000004,35.356695,Ziv,23,Rambam,71
3648,Mattityahu,847.0,31.929746999999995,35.034997,Kaplan,30,Shiba,35
573,Mavqi'im,484.0,31.622518,34.577431,Barzilay,8,Soroka,58
28,Mazkeret Batya,14680.0,31.853167,34.842421,Kaplan,5,Shiba,32
757,Mazliah,1350.0,31.906364,34.871278000000004,Kaplan,10,Shiba,26
606,Mazor,1334.0,32.050698,34.931373,Belinson,13,Belinson,13
517,Mazra'a,3857.0,32.983652,35.098934,Nahariya,4,Rambam,32
325,Mazzuva,1171.0,33.062312,35.155705,Nahariya,8,Rambam,45
1128,Me Ammi,361.0,32.504963000000004,35.146425,Haemek,30,Rambam,52
102,Me'ir Shefeya,286.0,32.5912213,34.9710703,Hilel Yafe,24,Rambam,36
